0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,alvo
-0.8681004,-2.5966334,-0.18914896,1.3545713,-0.2797824,-1.5693953,-1.0772419,0.8798074,-0.04627045,0.016018208,-0.37283382,-1.3430045,-0.18317214,0.16378275,0.031519994,0.54767627,2.1445363,1.7419299,-1.2882931,-0.34441495,-0.39632827,0.11807558,1.1780474,0.35567817,1.143235,0.9139093,0.66208947,0.6710375,1.3536655,0.93550587,-1.5682098,1.8014221,-0.50414073,1.0793432,1.464053,1.3692626,-0.86009574,0.48969164,-1.009865,0.24330775,0.31080115,0.9187706,1.8136077,1.2007704,1.4251298,0.33305776,0.6605195,-0.8656267,0.039909452,0.47797996,2.333094,0.29938915,-0.30545485,-0.81152225,0.101855695,0.1016244,-0.7016193,-0.10746753,-1.2950392,-0.7862899,-0.058086418,-0.6651814,-0.65821964,0.25361952,0.79511493,1.1743004,-0.255686,1.3481368,0.74153244,-0.6365638,0.8687329,-0.2717414,0.034016557,-1.2060081,1.7974265,-0.9695938,-0.16232757,-1.2844609,-1.2405559,-0.20390563,-0.20702761,1.6115229,0.90459025,1.6338702,-1.1169384,0.86671156,0.48228768,-1.1515083,-1.6009034,0.17949182,0.08953983,1.6170561,-0.8191653,1.1154722,-0.4102287,-0.13643794,1.2736145,-0.35795274,-1.811801,1.2093085,0.046116136,0.43277085,-1.2170805,0.010596057,-1.6138903,-0.14225489,-1.4608207,-0.96262133,-0.59802413,0.38319,-0.011889009,0.8402979,1.3969864,-0.22004011,1.5513929,-0.9744313,0.22333026,-0.7370514,-0.1042181,-2.2286873,1.2084523,-0.76881874,0.8136316,-1.2350544,-1.0200707,-0.4748216,0.056765713,0.56339836,Desconhecido
0.09184541,0.56894577,-0.5707954,1.3977736,1.5836927,-0.7822924,-0.94391483,-1.1747243,1.5537812,-2.6668408,-0.51275957,1.9543949,1.0869352,0.35882592,-0.18864617,-0.5096895,0.2732609,1.1923959,-0.67992204,-0.024890225,-1.9054725,0.67855716,1.7080988,-0.06834783,-0.098348424,0.5015314,-0.0021138098,0.08957553,0.348211,0.22723763,1.084622,-2.4659913,1.3705101,0.6397022,0.00878753,-0.64087915,0.85731107,0.28582895,0.5564614,0.83213437,-1.20795,0.11130358,1.3332098,-0.4240158,0.08871464,0.8915573,0.5169129,-0.79288805,0.08615805,0.48117813,1.721436,-1.0652682,1.2767854,-1.2698121,1.3841144,0.4121459,1.1843665,-0.2273228,0.27209848,0.6404086,1.2199205,0.70225835,-1.5134571,-1.0606922,-0.12084272,1.7206153,-0.42717814,0.24057211,-1.4546446,0.65283203,1.7430587,0.4043503,-0.21986558,0.116056785,0.029809453,1.4696511,1.6952943,0.22301476,1.0220301,-1.5495273,-1.7285951,1.5149726,1.9850756,1.6841316,0.53174585,0.763858,1.6250836,0.06126295,0.88454247,-0.57851934,-0.7553894,1.0010889,-0.42863354,-0.8549394,0.1516507,-0.36939937,-0.4061806,0.70351714,-1.9565136,-1.5325053,1.6040413,-1.4159579,0.06964485,-0.013826585,0.58846617,0.8485934,-0.031426504,-0.27614415,-0.12431853,-0.64903384,0.18970561,1.5705472,-0.82676446,-0.46492758,0.5913604,0.4685652,-1.5052946,1.0447814,1.6283698,-1.0943699,0.49997777,-0.33712515,0.69437677,-0.05715108,1.678644,-1.6087344,-0.049961485,-0.8019523,Desconhecido
-1.4902492,0.6835338,-0.8653041,0.7257825,-0.23829998,-0.03143216,-1.8329893,-0.74993724,-0.25592056,-2.465865,-0.6800978,1.5746917,-0.1634019,-0.31401068,0.75237083,0.313473,0.41505632,-0.35326487,-0.41757312,0.591534,-0.20442459,0.0025134766,-0.8553559,-0.32135564,0.41395852,0.90940315,-1.641879,1.5205047,2.3480632,1.1468741,0.82913256,-0.36495176,-1.0146157,1.4832749,-0.30562928,-0.8004627,-0.55685335,-2.6979737,-1.6442037,-0.24093857,0.8803421,-0.41042325,-0.42459694,1.5342977,2.1400874,-0.68274426,1.5736045,0.71077085,0.2937559,0.47846982,0.64269227,-0.3788616,-0.70130783,0.51063555,-1.5375172,0.009856799,0.91317564,-0.47138146,-0.008266434,1.8737997,0.21412978,-0.4299062,0.9620401,0.51825035,-0.92718506,-0.4882849,-0.079137556,-1.1548806,0.2433317,-2.5339997,0.7428434,-1.5054001,0.05380297,1.5600852,0.6963501,-0.36103725,2.284008,0.84380955,1.5047219,-0.5871153,-1.0472035,-0.0064666905,-0.48472682,-1.053509,-0.28066316,-1.2010916,0.26690292,0.14912556,0.30559886,-0.1386668,-0.67681724,-0.41838124,0.14340286,-1.6792526,0.8800849,0.25035217,0.38798672,0.0811327,-0.94050974,0.044254504,0.9573651,0.16662419,0.5513823,2.0466297,0.4203149,0.37987572,0.18184198,-0.37776896,-0.7525638,-1.035205,-0.92490727,0.7195976,0.8396814,-1.1809074,1.4181124,-1.1272935,1.152832,0.6795886,0.103148475,-0.63726264,0.7215252,0.026796648,1.7288827,0.8683917,0.64021903,-0.3515497,-0.3878782,1.1662204,Desconhecido
-0.91145766,0.8509902,-0.066678874,0.6643825,-0.7950281,1.6651975,-0.52042264,-1.0520254,0.70312107,-2.655503,0.77608615,-1.0052569,-0.67720103,-0.47855192,-0.046538353,-0.5888794,0.53130424,1.8855436,-0.8946499,0.35339382,0.027758762,0.58752626,-0.41438687,-1.8095356,-1.0692164,0.6175409,-0.5126492,-0.26506227,-0.42580986,0.62835294,0.47064024,0.49680752,0.1596905,1.8362248,0.95571566,0.4947456,-0.63602155,-0.33565173,3.1400726,-0.42982557,0.73063684,0.036540322,-1.3252097,-1.342773,1.1028757,1.2077801,1.2274374,-1.4601465,0.9469418,-0.17133915,0.4190936,-1.0741996,2.3826787,-0.34285554,1.7205507,-0.5288222,0.30825996,-1.2071674,0.89297444,-1.0318658,0.78081703,0.123415306,-0.3427923,-0.23063183,1.5732933,0.2862746,1.3036238,-0.93887424,-0.39706567,0.13628288,0.17321844,0.16708982,-1.0299938,-1.9194468,-0.06296241,1.4811603,-0.68200684,0.3354639,1.5686059,0.9527466,0.48647144,-0.9346936,0.8036893,0.79753834,1.3491312,1.7101078,-0.49572724,1.6285446,-1.1093135,-0.73461324,1.4133722,2.3898838,-2.5291383,0.5038752,-0.06099692,-0.19809084,-0.15995212,-1.1998256,-0.56906605,-0.24948645,0.2110536,0.19434196,-1.8335663,0.98623985,-0.39143407,2.4594138,-1.104557,0.2831597,-1.3696892,-0.09238679,-0.46948984,0.26839316,-2.1892157,-0.14681236,-0.45067358,0.5221703,-1.919278,-0.79955536,0.6152172,-0.32893747,-1.1129596,0.6261432,1.9346056,-1.686491,0.24952511,-1.6750473,1.0362724,-1.0843201,Desconhecido
0.9504577,1.2924464,-0.75062275,-0.36214402,0.55724806,-0.016750108,-0.7732808,1.4986067,-0.5104435,1.0094299,-0.49682775,-0.3485049,-1.1528795,0.8595872,-0.6757903,-0.8531212,-0.41835973,-2.220415,-1.6289325,-0.9272848,-0.09453173,1.9810405,-0.13492633,1.5242618,1.18824,0.38606632,0.4451237,-0.4001012,1.1487199,-3.5202153,-0.6230607,1.3470266,-0.73445004,0.82692677,1.248569,0.66510135,-0.42928723,-1.4035,2.2081594,-0.76880264,-0.68769073,0.44176403,0.5234675,0.1455523,-0.50017697,0.8996252,0.37612942,-0.3614251,-2.018161,0.2243736,-0.70079595,1.1773705,0.39079085,1.0742878,-0.8892415,0.35234132,-0.41004348,-1.8570994,-1.0951549,-1.3950064,-0.77484524,-1.7751954,-1.1068366,-0.75089616,0.27568072,0.40032333,-0.20471162,-0.32467502,-0.12673041,-1.400792,-1.287883,1.098706,-0.8925413,-0.30999196,-0.2286326,-0.84093523,1.1526928,0.58753175,1.0164863,-0.05044287,0.70380247,-0.14520054,0.5211819,0.98574924,0.507581,-0.8240664,1.2508459,-1.4753436,1.3452302,0.57828104,-0.8559686,0.058158807,-1.1700133,-0.96744007,2.115514,0.641771,0.5507435,-0.9377177,0.3550913,-0.5811453,-1.3404249,-0.43903127,-1.5892301,1.4194301,0.12150026,0.90489984,0.5767964,0.30395114,-0.00087824836,-0.10915532,1.557356,-0.29470623,1.385504,0.4088919,0.71825653,1.3275537,-0.90492475,0.9587393,1.2434963,-1.5016252,-1.1415051,-0.93167233,-0.15014522,2.203952,0.7088163,-0.6455059,0.5203233,0.04076462,Desconhecido
0.9039154,0.8182093,0.47877035,-0.7818547,-0.98071676,-0.56421673,-0.62111586,-0.5932665,-0.30691546,-2.9666822,-1.7945094,1.0967942,-0.18449637,2.0108054,1.6591208,-0.95563054,-0.19481939,-0.42094457,-0.28270966,0.20930187,-0.44634247,-0.7132954,0.17246288,-0.9103178,-0.37113464,0.14176264,-0.18773527,0.7317508,-0.1891609,-0.3802553,-0.90990615,0.72709185,0.29005978,1.1647129,-0.45483407,-0.4726017,0.23383817,-0.55786467,1.5137703,0.9671042,-1.0983797,2.1143205,-0.36646515,-2.4523096,0.4566483,1.3899004,-0.051775157,0.5392152,-0.31037968,0.55857825,0.47076905,-0.6642349,1.3818053,-1.4005916,1.4401067,0.28864053,1.0168597,0.7616871,0.8770235,1.0823492,1.0233685,1.1409183,-2.3169417,1.3576093,-0.221014,0.91695553,0.7944214,0.9432075,0.41180485,0.48059082,0.09381215,1.1901214,0.23275352,-1.2243414,-0.19029331,1.2035904,0.4904525,-0.9889718,-0.43283883,-1.561111,-1.9190764,0.34687072,0.24032216,0.5203229,1.1153698,-1.0515038,2.399439,-0.9180022,-0.7110517,-0.9147402,-0.16974628,1.067331,-0.6706491,-1.5262142,0.73616433,-0.51993835,0.38430074,0.63365906,-1.2411404,0.27517393,1.2636092,-0.5008834,-1.3380451,0.04047788,0.7439382,-0.40225875,-0.46688935,-1.0362064,-0.40516925,0.60485154,0.20965452,-0.6239842,-1.6877556,-0.34199575,-0.33922595,1.8707707,-1.6419641,2.421681,1.0408391,0.32066804,0.27466935,1.2203429,0.6630982,-0.7216364,1.5793093,-2.1886098,-0.43018052,0.56816906,Desconhecido
1.3023846,-0.32276767,-0.5639393,0.35692695,1.0211177,0.0019524954,0.87044644,-1.3660359,1.0076725,-0.62046134,-0.83125746,-0.6929236,0.07894218,-0.06925818,-0.35464638,1.5539631,0.9320258,1.0530626,0.68264925,0.448338,-0.05343228,0.88245356,1.1285409,0.35223362,0.13826354,0.40892157,0.11284694,-0.65817606,1.2042799,0.5674273,-0.1606844,-0.009656329,-0.8487395,0.61164093,0.08142781,0.8018043,-0.9132355,1.1827092,-1.2177665,0.0038199648,2.0638566,0.25395805,1.7014709,1.4371117,2.2423615,-1.1480618,0.9665469,-1.1398216,0.0079065785,0.8336915,-1.555354,-0.9431596,-1.2245566,0.24558729,-1.2778491,0.10865342,-0.48386177,1.2450256,-0.20296961,0.55768424,0.35157725,-0.21977116,-0.09822017,-0.007335104,-1.8859711,1.8272353,1.2219782,0.04513592,0.7686324,0.44577459,0.19819291,1.0152799,0.17686222,0.5829887,-1.0473906,-1.1944847,-0.38977274,-1.2550913,-0.45148483,-0.85757023,-0.8519081,0.68216443,2.1336975,0.33289173,-0.4830511,-0.6815743,1.8496741,-1.8170354,1.3490133,-1.2683815,-0.8163578,-0.3773552,-0.24351388,-0.115696006,-0.43505248,-1.7568786,-1.6917281,-0.93276364,-1.2807667,0.9321293,-0.07919927,1.2068352,-0.8649807,0.17890975,0.50118095,0.27283698,0.18454312,-0.016069114,-1.1720881,0.560875,0.34590304,1.6597683,1.2976803,1.4271283,-1.4148726,-0.5716522,-0.007196039,-1.1324091,-1.843968,-1.7462126,1.7519487,2.4595597,1.3865807,-0.84801996,-0.5992719,-0.5604738,0.56870836,-1.3561063,Desconhecido
0.21917522,1.5201812,0.36809745,-0.18067622,-0.64083034,-0.42574367,-1.4994351,-1.7225821,0.062058754,-1.8720043,-0.7224706,1.2934602,-0.57753944,1.0375415,0.3122158,-0.06608382,1.3370492,0.7120876,-0.44538897,0.11716763,-1.5074576,0.21024114,0.9226957,0.24634376,-1.1282927,0.7052846,-0.7175133,-0.29007965,-0.17626445,-0.36735657,0.9455341,-2.11061,-0.1629658,0.73201984,-0.49570617,1.2232107,0.27075538,0.3500192,0.3412233,1.4701264,-1.4698335,-0.07115028,-0.29826638,-0.7603874,1.8882962,1.3920819,0.47862378,0.8430356,0.36904395,-0.48806474,0.9311797,-1.140977,0.16422139,-1.2232249,0.5052212,1.1446012,0.88251984,0.28013772,1.4359325,-0.054225124,0.6835315,1.1872749,-1.3052654,0.9498333,-0.18853638,1.2144471,0.36697042,0.34183285,0.17240426,0.0042799846,-0.1878521,1.1127555,0.26499635,-0.73025507,0.26745763,1.2909684,-0.40698662,-0.8463034,-0.7972675,-2.181153,-2.2022972,-0.029948056,-0.68219453,1.669225,0.9227982,-0.31285194,0.80967045,0.3012684,-0.48974675,-0.7160588,0.31882653,0.554098,1.7541714,-0.88770264,0.26208597,-0.71782464,1.3604116,1.2935466,0.06117005,0.119030796,1.1803466,0.16966835,-0.03271401,-0.09420835,0.46990132,0.033475537,-1.335905,1.2658246,-0.86768854,-1.312567,0.18706715,1.1344813,-0.9148911,0.00810906,-0.18123858,2.3905816,-0.7270638,1.5184014,0.028772742,0.92907524,-0.06477113,0.44519222,0.1266366,-1.7206708,0.9616321,-2.5481703,-0.3211651,-1.1700742,Desconhecido
-0.26862782,-1.504474,-0.8579544,0.6255535,-0.42137894,-0.44789514,-0.23723005,-0.21249159,-0.4328708,-2.8868077,-2.7291431,-0.7093493,0.74671257,1.044294,0.13746884,-0.37891215,1.2283679,0.13434628,1.7968674,-0.5497616,0.28182542,-0.902472,0.4129619,-1.1978785,0.3389735,1.1506525,-0.43801194,0.53959787,-1.8583558,0.41764238,-0.35763484,0.76652646,0.025656402,2.294736,-0.5896611,0.26164874,0.64320177,0.19655287,0.55508435,0.22765687,-0.14066401,2.7751904,-0.67792857,-1.6382624,1.0068995,1.4181635,0.7208352,1.8482814,-0.18852341,0.20116688,0.18430293,0.31611255,-1.0171907,-0.529772,2.58461,-0.16627908,0.27104905,-0.21107231,1.3753054,1.08051,1.0351933,0.5173092,-0.48939982,0.05248218,-0.7785778,0.44261205,-0.5067928,1.6427716,-0.5651145,0.7825265,1.095832,1.1516792,-0.7262318,-0.6404098,-0.77548456,1.8290619,-1.1658087,-0.63093066,0.09436283,-1.2857376,-1.841434,0.57161236,-0.08239718,0.8433557,0.8778609,-0.26792127,1.9034932,-0.2574718,-1.2554984,-0.2948173,0.75231355,1.0496708,0.027908813,0.2947266,-0.6405171,-0.23431651,1.0633556,1.6513923,-1.1257713,1.8949224,2.6390345,-0.98413736,-1.064249,-1.0181961,-0.5456828,-0.69628596,-2.123105,-0.167155,-1.8205869,-0.07536651,-1.4352092,-1.5499647,-0.35716555,-1.0063931,-0.29663515,-0.033682857,-1.3581771,0.25889564,0.5595949,-0.31876627,1.0236831,1.9054303,-0.4024775,-0.47217023,1.090739,-1.9635146,-0.04591459,-0.6586341,Desconhecido
-0.5262903,-1.1632692,-0.01652651,0.30310664,-0.7572557,0.81423146,-0.5699551,1.9751171,-0.09375097,0.44605455,0.8741992,-1.1908762,-1.0276699,-0.4459954,-0.0054828376,0.493909,0.47536105,0.42868543,1.6033286,-0.68559813,-0.112288065,-0.8209179,0.6541972,0.9157573,1.0593092,-0.9442281,1.1164266,-0.47722787,1.1793244,-0.79863966,-1.5290537,2.4009938,-0.30279806,0.88729215,-0.2391459,-1.997837,0.7861506,0.8534618,-2.0074666,-0.8327875,0.48903367,-0.64392984,1.2750257,1.792137,0.2934784,-0.8125378,-0.17736731,-0.35518414,1.9408745,1.6740912,-0.3607337,-0.014758393,1.2285981,1.6603116,-0.5996117,-0.021398487,-0.39945343,-1.1491745,-0.43357822,0.28636256,-1.2693875,1.1395037,0.43051437,0.6736102,-0.8669724,0.98147655,0.5496116,-0.89091134,-0.7746221,-0.4583187,-1.3248589,-1.9592896,0.59729904,0.97571105,-0.2783083,-1.0377245,-1.2758133,-0.12607457,-0.91525626,0.5094474,0.9253855,0.6230351,-1.2389582,-1.3347664,0.8889391,-0.2503677,-0.4739146,0.039055005,-0.21002652,0.9881829,-0.38776287,0.027191555,-1.0509454,-0.5376082,0.46800944,0.42376286,-0.48327613,-0.78428304,-0.8852132,-0.16514975,-1.0024343,-2.3025105,0.8374145,1.2117401,0.72286016,0.4880752,-0.2845382,1.251722,0.10686855,0.061049335,0.458219,-1.913115,-0.11369376,0.8423565,-2.1152766,-2.5932426,0.4187724,-2.497147,-0.6114191,-1.1603156,0.40500438,-2.184935,-1.1332405,1.6201278,-0.24044712,1.3009974,0.96816444,0.44848335,Desconhecido
